Hotel_Address,Additional_Number_of_Scoring,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Negative_Review,Review_Total_Negative_Word_Counts,Total_Number_of_Reviews,Positive_Review,Review_Total_Positive_Word_Counts,Total_Number_of_Reviews_Reviewer_Has_Given,Reviewer_Score,Tags,days_since_review,lat,lng
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,12/27/2015,8,The Principal London, Netherlands , Rooms are very tired A big gap with the pictures on Booking Impacts cleanliness and comfort,17,3150, Walking distance to Covent Garden etc ,8,9,5.8,"[' Leisure trip ', ' Family with older children ', ' 2 rooms ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",585 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,12/19/2015,8,The Principal London, Netherlands ,No Negative,0,3150, Surprisingly modern inside the rooms close to the tube and clean ,13,4,8.3,"[' Business trip ', ' Solo traveler ', ' Single Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",593 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,11/27/2015,8,The Principal London, France , Paris,2,3150, Londres,2,1,5.4,"[' With a pet ', ' Leisure trip ', ' Family with young children ', ' Junior Suite ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",615 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,11/17/2015,8,The Principal London, United States of America ,No Negative,0,3150, Great location close to the tube British Museum and in a nice leafy setting ,16,1,8.3,"[' Business trip ', ' Solo traveler ', ' Deluxe Double Room ', ' Stayed 4 nights ']",625 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,11/17/2015,8,The Principal London, United Arab Emirates , The room was too noisy tv Doesn t work and the shaving machine power point also didn t but they fixe it later,24,3150, Staff,2,10,4.2,"[' Business trip ', ' Solo traveler ', ' Single Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",625 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,11-01-2015,8,The Principal London, United States of America , fire alarm during meal ,6,3150, Location good restaurants nearby and train Stan very close ,11,1,7.9,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",641 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,10/31/2015,8,The Principal London, France , small room with single bed tho,7,3150, Lovely hotel ,4,3,7.9,"[' Business trip ', ' Solo traveler ', ' Single Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",642 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,10/27/2015,8,The Principal London, United States of America , Tiny bathroom Breakfast ok but not very elegant,9,3150, Wonderful location and grand old hotel,7,13,8.3,"[' Business trip ', ' Couple ', ' Superior Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",646 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,10/27/2015,8,The Principal London, United States of America ,No Negative,0,3150, Very nice knowledgeable staff Clean comfortable accommodations ,9,6,10,"[' Leisure trip ', ' Solo traveler ', ' Single Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",646 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,10/26/2015,8,The Principal London, Germany , air condition system annoyingly noisy,6,3150, fascinating history of this place opulent hall and bar perfect for small business meetings,15,11,8.3,"[' Business trip ', ' Solo traveler ', ' Single Room ', ' Stayed 1 night ']",647 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,10/25/2015,8,The Principal London, France , sadly my single room only had a view of the back yard ,14,3150, Polite and helpful staff,5,1,9.2,"[' Leisure trip ', ' Solo traveler ', ' Single Room ', ' Stayed 2 nights ']",648 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,10/24/2015,8,The Principal London, United States of America , Variety of food on roomser vice menu ,9,3150, When calling the front desk there was not always someone to answer the phone ,16,1,9.2,"[' Leisure trip ', ' Couple ', ' Twin Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",649 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,10/23/2015,8,The Principal London, Germany , Very small room with difficult wifi access,8,3150, The bar in the evening Staff support,8,45,7.9,"[' Business trip ', ' Solo traveler ', ' Single Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",650 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,10/17/2015,8,The Principal London, Netherlands , Very old hotel with cracking floors extreem old elevators dit toilet seat for more than 300 euro ,19,3150, Locations very good ,5,2,6.3,"[' Business trip ', ' Solo traveler ', ' Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",656 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,10/14/2015,8,The Principal London, United States of America , Not a bad experience but front desk always seemed very busy not personal ,15,3150, Loved the location and the ambiance of the hotel,10,1,9.6,"[' Leisure trip ', ' Couple ', ' Twin Room ', ' Stayed 7 nights ']",659 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,10-12-2015,8,The Principal London, United States of America , Old facilities nothing special ,6,3150, Comfortable surrounding environment ,5,4,5.8,"[' Leisure trip ', ' Solo traveler ', ' 2 rooms ', ' Stayed 2 nights ']",661 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,10-11-2015,8,The Principal London, United States of America , The bar prices are ridiculously high ,8,3150, The location our favorite area of London,8,4,9.2,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",662 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,10-08-2015,8,The Principal London, United States of America ,No Negative,0,3150, Location Location Location,4,1,9.6,"[' Leisure trip ', ' Group ', ' Single Room ', ' Stayed 2 nights ']",665 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,10-07-2015,8,The Principal London, United States of America , Room service view from our room lack of bellmen,10,3150, Good food clean facility,5,1,7.5,"[' Leisure trip ', ' Couple ', ' Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",666 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,10-07-2015,8,The Principal London, Germany ,No Negative,0,3150, Staff was amazingly service orientated ,7,9,9.2,"[' Leisure trip ', ' Solo traveler ', ' Single Room ', ' Stayed 1 night ']",666 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,10-06-2015,8,The Principal London, United Arab Emirates , Old dirty property Sullen staff Non working air conditioner and insufficient compensation offered in lieu,16,3150,No Positive,0,8,2.9,"[' Leisure trip ', ' Solo traveler ', ' Single Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",667 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,10-05-2015,8,The Principal London, Netherlands , Toilet was not cleaned properly There where some marks under the toilet edge when I arrived ,18,3150, big rooms nice location ,6,1,8.3,"[' Business trip ', ' Solo traveler ', ' Twin Room ', ' Stayed 5 nights ']",668 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,10-05-2015,8,The Principal London, New Zealand , shower over the bath,5,3150,No Positive,0,4,7.9,"[' Leisure trip ', ' Couple ', ' Twin Room ', ' Stayed 3 nights ']",668 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,10-04-2015,8,The Principal London, New Zealand ,No Negative,0,3150, Location excellent Breakfast very good Adequate comfortable room ,10,6,7.5,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",669 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,9/29/2015,8,The Principal London, United States of America ,No Negative,0,3150, Everything ,3,2,10,"[' Business trip ', ' Couple ', ' Double Room ', ' Stayed 3 nights ']",674 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,9/27/2015,8,The Principal London, United States of America , There is a learning curve but no big deal ,11,3150, For Americans used to large They need to think smaller but no less comfortable ,16,1,9.2,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",676 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,9/26/2015,8,The Principal London, United Arab Emirates , Boring breakfast,3,3150, Affordable Friendly staff,4,17,7.5,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",677 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,9/20/2015,8,The Principal London, United States of America , Shower needs fixing,4,3150, Too expensive,3,4,8.8,"[' Leisure trip ', ' Couple ', ' Superior Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",683 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,9/16/2015,8,The Principal London, United States of America , They only had elevators on one side ,9,3150, The room was nice The breakfast buffet was good The location was great ,15,1,9.2,"[' Leisure trip ', ' Solo traveler ', ' Single Room ', ' Stayed 6 nights ', ' Submitted from a mobile device ']",687 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,9/13/2015,8,The Principal London, United States of America , Generally run down Needs new carpet and upgraded interior furnishings ,12,3150, Breakfast wifi,3,24,6.3,"[' Business trip ', ' Solo traveler ', ' Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",690 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,8/21/2015,8,The Principal London, United States of America , Bad beds and no fitted sheets Bad showers Poor quality furniture ,13,3150, Great architecture,3,10,7.1,"[' Leisure trip ', ' Solo traveler ', ' Single Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",713 day,51.5226217,-0.1251602
